sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
,-161.0,664.0,523.0,,1020.0,132.0,35.0,,
,-601.0,-4527.0,-15.0,,1005.0,111.0,251.0,,
,-1022.0,1374.0,101.0,,998.0,104.0,-1.0,,
,-33.0,-4141.0,344.0,,1070.0,76.0,96.0,,
,213.0,-851.0,-415.0,,1068.0,56.0,-27.0,,
,-863.0,-1219.0,-712.0,,1070.0,38.0,-5.0,,
,-72.0,-1983.0,-301.0,,1075.0,21.0,-27.0,,
,439.0,-372.0,-58.0,,1122.0,-11.0,-190.0,,
,173.0,-2385.0,-36.0,,1101.0,-69.0,118.0,,
,173.0,378.0,297.0,,1051.0,-66.0,25.0,,
,-315.0,-2119.0,384.0,,1065.0,-72.0,116.0,,
,400.0,-430.0,292.0,,1080.0,-87.0,-27.0,,
,1009.0,-2226.0,373.0,,1153.0,-74.0,-12.0,,
,279.0,-1037.0,266.0,,1057.0,-94.0,197.0,,
,-4.0,-1014.0,58.0,,1010.0,-91.0,9.0,,
,327.0,-1406.0,-463.0,,1045.0,-79.0,142.0,,
,-439.0,-1219.0,-99.0,,1074.0,-118.0,5.0,,
,-999.0,-747.0,293.0,,1112.0,-174.0,153.0,,
,-560.0,-1714.0,10.0,,1020.0,-199.0,99.0,,
,-420.0,-746.0,114.0,,1032.0,-180.0,-84.0,,
,21.0,-648.0,214.0,,1052.0,-175.0,92.0,,
,-31.0,-2586.0,430.0,,996.0,-226.0,18.0,,
,-62.0,759.0,-7.0,,927.0,-235.0,184.0,,
,388.0,-3229.0,-443.0,,957.0,-222.0,-51.0,,
,957.0,62.0,-475.0,,1035.0,-251.0,-12.0,,
,243.0,-2154.0,-558.0,,976.0,-253.0,158.0,,
,-719.0,-1070.0,-51.0,,970.0,-262.0,48.0,,
,209.0,-1572.0,-51.0,,904.0,-254.0,155.0,,
,651.0,-2189.0,-245.0,,929.0,-233.0,-64.0,,
,500.0,254.0,116.0,,993.0,-306.0,164.0,,
,36.0,-3983.0,547.0,,850.0,-354.0,129.0,,
,230.0,1402.0,317.0,,813.0,-361.0,-7.0,,
,466.0,-3952.0,-70.0,,890.0,-363.0,107.0,,
,-334.0,-245.0,235.0,,1014.0,-323.0,0.0,,
,-311.0,-2157.0,259.0,,1027.0,-338.0,225.0,,
,89.0,-2482.0,124.0,,976.0,-375.0,-35.0,,
,357.0,650.0,-321.0,,947.0,-414.0,-16.0,,
,134.0,-3836.0,-387.0,,993.0,-473.0,118.0,,
,-199.0,739.0,-391.0,,1070.0,-469.0,38.0,,
,41.0,-2752.0,-570.0,,961.0,-453.0,118.0,,
,381.0,-489.0,76.0,,909.0,-467.0,-197.0,,
,92.0,-1751.0,294.0,,882.0,-495.0,-5.0,,
,-1111.0,-1686.0,557.0,,892.0,-509.0,-57.0,,
,-668.0,-2614.0,646.0,,868.0,-478.0,-158.0,,
,706.0,-623.0,140.0,,871.0,-447.0,-83.0,,
,-350.0,-1628.0,24.0,,991.0,-443.0,-188.0,,
,-731.0,-2862.0,-537.0,,911.0,-442.0,123.0,,
,69.0,1664.0,-782.0,,900.0,-459.0,-84.0,,
,-260.0,-4218.0,231.0,,890.0,-487.0,-83.0,,
,-357.0,1547.0,93.0,,821.0,-505.0,-7.0,,
,-571.0,-2582.0,-479.0,,807.0,-518.0,-60.0,,
,-892.0,-1327.0,264.0,,715.0,-496.0,1.0,,
,-340.0,-172.0,417.0,,677.0,-462.0,-291.0,,
,-133.0,-3437.0,35.0,,724.0,-485.0,-83.0,,
,-697.0,1497.0,259.0,,751.0,-547.0,-60.0,,
,-240.0,-2697.0,280.0,,667.0,-521.0,-25.0,,
,-105.0,815.0,116.0,,630.0,-437.0,-60.0,,
,-32.0,-1182.0,54.0,,702.0,-448.0,-240.0,,
,312.0,-1084.0,126.0,,744.0,-486.0,31.0,,
,121.0,-322.0,-61.0,,671.0,-466.0,-131.0,,
,425.0,-2373.0,-557.0,,548.0,-441.0,-105.0,,
,-29.0,-33.0,-220.0,,534.0,-447.0,-107.0,,
,345.0,-1928.0,64.0,,559.0,-464.0,-75.0,,
,97.0,-251.0,304.0,,528.0,-436.0,12.0,,
,-560.0,-1054.0,124.0,,487.0,-385.0,-256.0,,
,260.0,-1400.0,56.0,,465.0,-401.0,-136.0,,
,185.0,-56.0,405.0,,488.0,-409.0,-177.0,,
,-456.0,-2440.0,130.0,,489.0,-347.0,-127.0,,
,-506.0,-243.0,579.0,,435.0,-328.0,-232.0,,
,521.0,-1173.0,425.0,,415.0,-321.0,-330.0,,
,349.0,-2934.0,163.0,,396.0,-304.0,-66.0,,
,-95.0,11.0,313.0,,371.0,-310.0,-218.0,,
,326.0,-1830.0,170.0,,350.0,-317.0,-177.0,,
,450.0,-1199.0,-105.0,,346.0,-338.0,-328.0,,
,372.0,-837.0,-176.0,,325.0,-330.0,-267.0,,
,132.0,-749.0,173.0,,290.0,-333.0,-94.0,,
,216.0,-1095.0,3.0,,248.0,-343.0,-267.0,,
,625.0,-1595.0,244.0,,184.0,-307.0,-99.0,,
,583.0,-724.0,273.0,,156.0,-300.0,-186.0,,
,-283.0,-1513.0,14.0,,103.0,-297.0,-64.0,,
,439.0,-347.0,-394.0,,101.0,-283.0,-177.0,,
,790.0,-1552.0,-107.0,,172.0,-283.0,-291.0,,
,136.0,-1373.0,444.0,,181.0,-261.0,-46.0,,
,173.0,-1263.0,415.0,,96.0,-236.0,-140.0,,
,-107.0,-1129.0,689.0,,49.0,-255.0,-20.0,,
,130.0,-1455.0,334.0,,74.0,-282.0,-280.0,,
,96.0,-1219.0,517.0,,85.0,-292.0,-240.0,,
,-458.0,-1233.0,631.0,,34.0,-306.0,-83.0,,
,-371.0,-2640.0,401.0,,-61.0,-275.0,-242.0,,
,311.0,-322.0,261.0,,-25.0,-229.0,-136.0,,
,-79.0,-1490.0,-177.0,,37.0,-251.0,-286.0,,
,-385.0,-2267.0,-132.0,,13.0,-271.0,-27.0,,
,206.0,-146.0,-236.0,,-19.0,-253.0,-90.0,,
,192.0,-1130.0,-287.0,,22.0,-257.0,-155.0,,
,65.0,-1006.0,-245.0,,31.0,-264.0,88.0,,
,95.0,-876.0,-252.0,,25.0,-263.0,11.0,,
,293.0,-2130.0,133.0,,27.0,-250.0,199.0,,
,175.0,-497.0,285.0,,-73.0,-229.0,-77.0,,
,123.0,-2258.0,449.0,,-41.0,-271.0,9.0,,
,-323.0,-968.0,202.0,,-12.0,-353.0,173.0,,
,-193.0,-771.0,-110.0,,-14.0,-385.0,44.0,,
,497.0,-2086.0,189.0,,-74.0,-325.0,144.0,,
,69.0,-159.0,-201.0,,-108.0,-274.0,-121.0,,
,-166.0,-1883.0,-375.0,,-4.0,-315.0,64.0,,
,-72.0,-28.0,-58.0,,-24.0,-337.0,3.0,,
,319.0,-2083.0,501.0,,-34.0,-317.0,-116.0,,
,258.0,-975.0,345.0,,-68.0,-306.0,-22.0,,
,-11.0,-1024.0,-333.0,,-32.0,-307.0,-72.0,,
,414.0,-2613.0,116.0,,32.0,-320.0,162.0,,
,719.0,-291.0,444.0,,-33.0,-333.0,-16.0,,
,755.0,-1953.0,240.0,,-87.0,-405.0,88.0,,
,539.0,-778.0,248.0,,-91.0,-431.0,208.0,,
,565.0,-1724.0,732.0,,-12.0,-386.0,223.0,,
,762.0,-963.0,395.0,,29.0,-384.0,249.0,,
,260.0,-1841.0,-155.0,,-39.0,-360.0,-3.0,,
,-402.0,-1008.0,434.0,,-58.0,-360.0,212.0,,
,-43.0,-846.0,542.0,,58.0,-381.0,171.0,,
,720.0,-2388.0,159.0,,85.0,-370.0,166.0,,
,168.0,-292.0,45.0,,29.0,-363.0,73.0,,
,-514.0,-1353.0,-51.0,,14.0,-338.0,-40.0,,
,-100.0,-1200.0,379.0,,24.0,-330.0,125.0,,
,-241.0,-1268.0,771.0,,91.0,-345.0,-121.0,,
,-398.0,-1413.0,259.0,,81.0,-347.0,-29.0,,
,-617.0,-1589.0,287.0,,-7.0,-323.0,-11.0,,
,-524.0,-395.0,581.0,,12.0,-286.0,123.0,,
,322.0,-1946.0,176.0,,66.0,-235.0,164.0,,
,-524.0,-894.0,153.0,,5.0,-192.0,-94.0,,
,-858.0,-1214.0,-5.0,,-3.0,-207.0,136.0,,
,443.0,-1903.0,-121.0,,50.0,-213.0,75.0,,
,362.0,-356.0,-236.0,,54.0,-214.0,160.0,,
,-452.0,-2163.0,-523.0,,3.0,-235.0,-5.0,,
,-268.0,-619.0,-206.0,,-52.0,-229.0,-105.0,,
,427.0,-2209.0,-90.0,,-51.0,-184.0,140.0,,
,532.0,-740.0,-71.0,,-34.0,-157.0,-31.0,,
,-61.0,-1792.0,124.0,,-55.0,-180.0,116.0,,
,-517.0,-1186.0,118.0,,-77.0,-169.0,-5.0,,
,-337.0,-1043.0,34.0,,-71.0,-135.0,105.0,,
,-322.0,-1947.0,528.0,,-137.0,-132.0,133.0,,
,-766.0,-346.0,630.0,,-118.0,-128.0,-77.0,,
,-464.0,-2917.0,360.0,,-110.0,-129.0,179.0,,
,-2.0,-374.0,424.0,,-179.0,-96.0,68.0,,
,-228.0,-2120.0,304.0,,-179.0,-30.0,219.0,,
,-385.0,-1057.0,249.0,,-227.0,-18.0,46.0,,
,-245.0,-1815.0,229.0,,-244.0,-42.0,0.0,,
,53.0,-1935.0,412.0,,-292.0,-66.0,308.0,,
,247.0,-550.0,549.0,,-340.0,-68.0,147.0,,
,-37.0,-2080.0,402.0,,-341.0,-37.0,227.0,,
,-498.0,-1200.0,-33.0,,-361.0,-37.0,25.0,,
,-229.0,-2210.0,-187.0,,-392.0,-22.0,181.0,,
,-186.0,-900.0,-425.0,,-499.0,14.0,266.0,,
,-700.0,-2743.0,-268.0,,-557.0,-8.0,120.0,,
,-413.0,-264.0,632.0,,-573.0,-36.0,275.0,,
,-654.0,-2387.0,429.0,,-613.0,-57.0,136.0,,
,-1185.0,-1492.0,180.0,,-630.0,-85.0,338.0,,
,-357.0,-882.0,138.0,,-641.0,-60.0,195.0,,
,297.0,-2901.0,27.0,,-651.0,-25.0,188.0,,
,-75.0,568.0,350.0,,-688.0,-33.0,373.0,,
,-192.0,-3072.0,121.0,,-767.0,-51.0,251.0,,
,8.0,-191.0,-19.0,,-826.0,-45.0,328.0,,
,-289.0,-2320.0,262.0,,-798.0,-1.0,109.0,,
,78.0,-1181.0,299.0,,-810.0,29.0,295.0,,
,279.0,-1159.0,-89.0,,-957.0,7.0,351.0,,
,-318.0,-3025.0,-349.0,,-1043.0,7.0,253.0,,
,40.0,-198.0,-39.0,,-1057.0,52.0,271.0,,
,201.0,-3781.0,268.0,,-999.0,95.0,99.0,,
,271.0,-106.0,-48.0,,-953.0,109.0,330.0,,
,482.0,-2444.0,-708.0,,-1039.0,120.0,169.0,,
,155.0,-2032.0,-740.0,,-1085.0,123.0,171.0,,
,259.0,-399.0,-249.0,,-1116.0,80.0,242.0,,
,-181.0,-2626.0,644.0,,-1089.0,48.0,206.0,,
,30.0,-907.0,846.0,,-1110.0,54.0,336.0,,
,841.0,-2159.0,383.0,,-1104.0,68.0,99.0,,
,171.0,-1409.0,253.0,,-1112.0,71.0,291.0,,
,-136.0,-2269.0,129.0,,-1227.0,69.0,297.0,,
,-265.0,-1895.0,-64.0,,-1224.0,58.0,315.0,,
,-114.0,-1427.0,-557.0,,-1246.0,32.0,295.0,,
,0.0,-1861.0,-530.0,,-1210.0,41.0,125.0,,
,-250.0,-1703.0,-248.0,,-1227.0,56.0,419.0,,
,-389.0,-1826.0,-298.0,,-1285.0,51.0,236.0,,
,-613.0,-1137.0,43.0,,-1245.0,31.0,253.0,,
,79.0,-2196.0,469.0,,-1232.0,23.0,232.0,,
,-23.0,-1508.0,236.0,,-1262.0,51.0,280.0,,
,-434.0,-1120.0,-312.0,,-1317.0,72.0,461.0,,
,-218.0,-2326.0,-376.0,,-1262.0,89.0,166.0,,
,-83.0,-1651.0,-86.0,,-1199.0,73.0,290.0,,
,39.0,-1328.0,-89.0,,-1208.0,43.0,188.0,,
,488.0,-1800.0,-113.0,,-1264.0,57.0,271.0,,
,633.0,-1444.0,6.0,,-1252.0,63.0,253.0,,
,180.0,-1393.0,-262.0,,-1235.0,51.0,86.0,,
,255.0,-1862.0,-116.0,,-1285.0,48.0,412.0,,
,-110.0,-1598.0,188.0,,-1312.0,34.0,275.0,,
,-89.0,-1316.0,215.0,,-1324.0,10.0,336.0,,
,117.0,-1661.0,433.0,,-1275.0,10.0,158.0,,
,-450.0,-1610.0,225.0,,-1282.0,49.0,103.0,,
,-618.0,-1448.0,-323.0,,-1290.0,111.0,293.0,,
,-377.0,-1432.0,-433.0,,-1328.0,120.0,64.0,,
,-27.0,-1574.0,219.0,,-1356.0,87.0,238.0,,
,94.0,-1023.0,17.0,,-1283.0,91.0,184.0,,
,-481.0,-1433.0,-208.0,,-1325.0,102.0,334.0,,
,-483.0,-1852.0,387.0,,-1358.0,72.0,297.0,,
,537.0,-760.0,-24.0,,-1339.0,46.0,101.0,,
,457.0,-1756.0,-151.0,,-1316.0,57.0,306.0,,
,146.0,-1483.0,-146.0,,-1291.0,53.0,188.0,,
,244.0,-1341.0,-93.0,,-1329.0,44.0,330.0,,
,-152.0,-2248.0,283.0,,-1345.0,62.0,164.0,,
,-340.0,-1552.0,-24.0,,-1333.0,49.0,173.0,,
,-223.0,-1780.0,154.0,,-1336.0,10.0,323.0,,
,-62.0,-2260.0,465.0,,-1300.0,4.0,153.0,,
,261.0,-1855.0,340.0,,-1283.0,15.0,254.0,,
,260.0,-1460.0,285.0,,-1338.0,5.0,112.0,,
,-252.0,-2518.0,3.0,,-1393.0,-18.0,323.0,,
,-419.0,-1815.0,-124.0,,-1386.0,-20.0,312.0,,
,310.0,-2185.0,108.0,,-1277.0,-5.0,194.0,,
,725.0,-2070.0,331.0,,-1281.0,6.0,314.0,,
,-515.0,-1023.0,93.0,,-1349.0,-13.0,206.0,,
,-404.0,-2365.0,-127.0,,-1317.0,-38.0,363.0,,
,422.0,-1048.0,346.0,,-1294.0,-15.0,131.0,,
,-118.0,-1795.0,700.0,,-1280.0,35.0,149.0,,
,-5.0,-1365.0,795.0,,-1304.0,43.0,253.0,,
,-267.0,-893.0,171.0,,-1309.0,0.0,171.0,,
,-141.0,-2645.0,-369.0,,-1247.0,-29.0,266.0,,
,-111.0,-867.0,-222.0,,-1229.0,-54.0,42.0,,
,-680.0,-2077.0,-332.0,,-1251.0,-55.0,227.0,,
,-376.0,-2141.0,6.0,,-1234.0,-31.0,158.0,,
,-14.0,-909.0,44.0,,-1251.0,-31.0,44.0,,
,584.0,-2900.0,28.0,,-1210.0,-18.0,110.0,,
,0.0,-1324.0,62.0,,-1106.0,9.0,60.0,,
,-284.0,-1972.0,-438.0,,-1123.0,10.0,365.0,,
,454.0,-2665.0,-10.0,,-1126.0,-14.0,158.0,,
,625.0,-1370.0,363.0,,-1096.0,-18.0,142.0,,
,170.0,-2943.0,371.0,,-1066.0,-8.0,147.0,,
,-481.0,-1398.0,432.0,,-1101.0,22.0,97.0,,
,224.0,-2007.0,67.0,,-1135.0,33.0,158.0,,
,256.0,-2023.0,236.0,,-1027.0,-4.0,-138.0,,
,74.0,-1807.0,487.0,,-1002.0,-24.0,72.0,,
,-115.0,-2054.0,555.0,,-1005.0,-4.0,-9.0,,
,-182.0,-1431.0,563.0,,-953.0,9.0,-3.0,,
,592.0,-2701.0,159.0,,-881.0,-6.0,11.0,,
,-406.0,-1628.0,57.0,,-777.0,-36.0,-77.0,,
,-682.0,-2479.0,-332.0,,-717.0,-65.0,227.0,,
,117.0,-1895.0,-73.0,,-780.0,-45.0,18.0,,
,-97.0,-2505.0,660.0,,-845.0,-46.0,92.0,,
,-369.0,-2299.0,267.0,,-739.0,-68.0,40.0,,
,-527.0,-2368.0,322.0,,-667.0,-70.0,81.0,,
,-331.0,-2423.0,279.0,,-693.0,-95.0,168.0,,
,500.0,-1466.0,335.0,,-694.0,-95.0,-219.0,,
,446.0,-2953.0,586.0,,-592.0,-104.0,-84.0,,
,-314.0,-1296.0,536.0,,-438.0,-117.0,-164.0,,
,13.0,-3005.0,435.0,,-411.0,-96.0,-79.0,,
,492.0,-1259.0,227.0,,-482.0,-59.0,-125.0,,
,153.0,-2431.0,85.0,,-466.0,-23.0,-229.0,,
,-282.0,-2496.0,-121.0,,-383.0,-63.0,107.0,,
,65.0,-1112.0,204.0,,-365.0,-113.0,-5.0,,
,245.0,-3781.0,7.0,,-388.0,-127.0,90.0,,
,222.0,-589.0,200.0,,-429.0,-137.0,-44.0,,
,-129.0,-2910.0,-143.0,,-338.0,-98.0,-42.0,,
,-314.0,-1602.0,-348.0,,-297.0,-45.0,-3.0,,
,461.0,-1796.0,304.0,,-379.0,-19.0,-286.0,,
,77.0,-2814.0,477.0,,-322.0,-52.0,-83.0,,
,-299.0,-1586.0,523.0,,-242.0,-65.0,-125.0,,
,245.0,-3252.0,-333.0,,-204.0,-3.0,40.0,,
,210.0,-1689.0,-99.0,,-185.0,12.0,-40.0,,
,156.0,-3108.0,-569.0,,-127.0,22.0,-168.0,,
,263.0,-1449.0,-842.0,,-95.0,43.0,48.0,,
,253.0,-3158.0,-267.0,,-50.0,10.0,-72.0,,
,171.0,-2100.0,-155.0,,-26.0,-12.0,38.0,,
,-357.0,-1590.0,107.0,,-75.0,3.0,-171.0,,
,-764.0,-3920.0,-56.0,,-25.0,10.0,-60.0,,
,-481.0,-543.0,736.0,,-22.0,-5.0,53.0,,
,347.0,-3487.0,232.0,,4.0,13.0,-153.0,,
,276.0,-1604.0,24.0,,70.0,49.0,-42.0,,
,39.0,-2187.0,398.0,,120.0,20.0,-112.0,,
,481.0,-2794.0,-6.0,,136.0,1.0,140.0,,
,43.0,-1457.0,213.0,,72.0,38.0,5.0,,
,-167.0,-3287.0,-3.0,,102.0,52.0,-121.0,,
,78.0,-792.0,-135.0,,143.0,12.0,-22.0,,
,103.0,-3093.0,-220.0,,139.0,-20.0,-90.0,,
,-272.0,-1071.0,5.0,,157.0,12.0,60.0,,
,2.0,-2345.0,-370.0,,178.0,37.0,-177.0,,
,556.0,-2432.0,-339.0,,131.0,14.0,-1.0,,
,823.0,-1320.0,206.0,,89.0,-43.0,59.0,,
,343.0,-3736.0,-51.0,,187.0,-124.0,-16.0,,
,-451.0,-808.0,173.0,,253.0,-152.0,105.0,,
,248.0,-3801.0,214.0,,206.0,-123.0,-40.0,,
,-279.0,-1629.0,306.0,,177.0,-127.0,279.0,,
,-473.0,-2708.0,264.0,,227.0,-143.0,175.0,,
,582.0,-2883.0,445.0,,227.0,-132.0,125.0,,
,539.0,-1806.0,568.0,,219.0,-158.0,182.0,,
,-348.0,-3910.0,339.0,,256.0,-197.0,151.0,,
,-243.0,-639.0,173.0,,245.0,-196.0,415.0,,
,225.0,-4044.0,-176.0,,199.0,-177.0,153.0,,
,-347.0,-1620.0,123.0,,150.0,-171.0,269.0,,
,-166.0,-2710.0,-34.0,,229.0,-187.0,264.0,,
,-654.0,-2695.0,139.0,,302.0,-208.0,186.0,,
,-484.0,-1501.0,606.0,,277.0,-236.0,223.0,,
,0.0,-3750.0,172.0,,291.0,-264.0,-20.0,,
,-458.0,-777.0,338.0,,260.0,-227.0,286.0,,
,-190.0,-4156.0,146.0,,291.0,-193.0,182.0,,
,-218.0,-1132.0,-304.0,,365.0,-219.0,149.0,,
,-769.0,-2685.0,31.0,,273.0,-221.0,171.0,,
,-1111.0,-3307.0,622.0,,242.0,-226.0,107.0,,
,-523.0,-1046.0,789.0,,300.0,-232.0,330.0,,
,-175.0,-4116.0,183.0,,373.0,-227.0,86.0,,
,330.0,-1492.0,20.0,,463.0,-227.0,206.0,,
,542.0,-3097.0,275.0,,413.0,-198.0,216.0,,
,320.0,-2255.0,639.0,,363.0,-171.0,262.0,,
,372.0,-2432.0,417.0,,363.0,-139.0,297.0,,
,147.0,-2524.0,36.0,,443.0,-154.0,-5.0,,
,567.0,-1773.0,115.0,,481.0,-187.0,177.0,,
,476.0,-3622.0,-121.0,,427.0,-131.0,105.0,,
,368.0,-1927.0,-168.0,,482.0,-84.0,166.0,,
,888.0,-2571.0,-128.0,,496.0,-65.0,81.0,,
,1233.0,-2995.0,64.0,,518.0,-40.0,42.0,,
,1021.0,-1928.0,48.0,,509.0,-43.0,279.0,,
,698.0,-1995.0,117.0,,523.0,-31.0,62.0,,
,915.0,-2543.0,396.0,,611.0,-35.0,155.0,,
,413.0,-1552.0,288.0,,561.0,-42.0,116.0,,
,-178.0,-1943.0,256.0,,581.0,18.0,249.0,,
,43.0,-2248.0,-130.0,,682.0,63.0,253.0,,
,103.0,-1425.0,-585.0,,657.0,59.0,7.0,,
,155.0,-2177.0,-404.0,,594.0,20.0,177.0,,
,-39.0,-1567.0,-40.0,,600.0,18.0,120.0,,
,-614.0,-1419.0,-27.0,,642.0,79.0,271.0,,
,-81.0,-2438.0,-95.0,,678.0,99.0,118.0,,
,-21.0,-1884.0,-88.0,,669.0,105.0,59.0,,
,-1118.0,-2076.0,70.0,,657.0,110.0,164.0,,
,-511.0,-2221.0,93.0,,731.0,150.0,-3.0,,
,625.0,-1706.0,-170.0,,822.0,183.0,136.0,,
,34.0,-2004.0,193.0,,814.0,149.0,12.0,,
,152.0,-1745.0,548.0,,770.0,158.0,251.0,,
,1012.0,-2481.0,761.0,,766.0,160.0,236.0,,
,731.0,-1593.0,1012.0,,748.0,165.0,12.0,,
,116.0,-2683.0,636.0,,784.0,201.0,64.0,,
,337.0,-2007.0,197.0,,807.0,212.0,-51.0,,
,236.0,-1889.0,225.0,,803.0,236.0,203.0,,
,-363.0,-3068.0,110.0,,843.0,245.0,-36.0,,
,233.0,-649.0,-487.0,,859.0,238.0,-16.0,,
,-423.0,-2934.0,-494.0,,884.0,233.0,125.0,,
,-522.0,-1068.0,-268.0,,926.0,222.0,-31.0,,
,359.0,-2381.0,-44.0,,998.0,229.0,88.0,,
,-639.0,-2574.0,201.0,,1023.0,255.0,-155.0,,
,-1266.0,-1038.0,193.0,,1013.0,305.0,94.0,,
,-596.0,-3416.0,278.0,,1012.0,291.0,121.0,,
,-6.0,-1275.0,189.0,,995.0,231.0,-5.0,,
,-667.0,-3514.0,162.0,,973.0,225.0,29.0,,
,-893.0,-1423.0,139.0,,962.0,247.0,-140.0,,
,-468.0,-2871.0,311.0,,1003.0,251.0,142.0,,
,98.0,-2806.0,506.0,,1072.0,239.0,-88.0,,
,133.0,-1280.0,683.0,,1134.0,252.0,-110.0,,
,205.0,-4013.0,1000.0,,1147.0,281.0,-12.0,,
,787.0,-945.0,695.0,,1189.0,282.0,-51.0,,
,439.0,-3578.0,81.0,,1208.0,282.0,94.0,,
,906.0,-1197.0,12.0,,1172.0,289.0,-199.0,,
,707.0,-2886.0,173.0,,1227.0,265.0,-31.0,,
,694.0,-3334.0,-82.0,,1256.0,250.0,-68.0,,
,1543.0,-615.0,-402.0,,1246.0,272.0,-129.0,,
,423.0,-4583.0,-371.0,,1229.0,285.0,-84.0,,
,163.0,-1266.0,-588.0,,1231.0,268.0,-225.0,,
,942.0,-2835.0,-799.0,,1288.0,269.0,44.0,,
,525.0,-2906.0,-64.0,,1242.0,259.0,-121.0,,
,-80.0,-2202.0,217.0,,1201.0,199.0,-158.0,,
,-4.0,-2798.0,-75.0,,1245.0,172.0,-197.0,,
,138.0,-2306.0,-105.0,,1304.0,198.0,-225.0,,
,258.0,-3111.0,100.0,,1343.0,257.0,-147.0,,
,453.0,-2078.0,62.0,,1266.0,296.0,-456.0,,
,-83.0,-2691.0,-315.0,,1227.0,312.0,-345.0,,
,-216.0,-1974.0,405.0,,1257.0,322.0,-362.0,,
,-146.0,-2322.0,352.0,,1314.0,312.0,-273.0,,
,-1085.0,-2073.0,-36.0,,1286.0,336.0,-277.0,,
,-918.0,-3084.0,315.0,,1170.0,373.0,-437.0,,
,-382.0,-1241.0,-324.0,,1203.0,353.0,-221.0,,
,-975.0,-2803.0,-599.0,,1237.0,310.0,-339.0,,
,-737.0,-2676.0,-236.0,,1238.0,304.0,-280.0,,
,-445.0,-1126.0,93.0,,1272.0,312.0,-389.0,,
,-588.0,-3894.0,159.0,,1301.0,333.0,-330.0,,
,1.0,-405.0,141.0,,1315.0,349.0,-212.0,,
,92.0,-3794.0,-70.0,,1303.0,330.0,-502.0,,
,-468.0,-1553.0,-330.0,,1256.0,287.0,-391.0,,
,108.0,-1835.0,159.0,,1272.0,254.0,-484.0,,
,142.0,-3541.0,259.0,,1312.0,252.0,-354.0,,
,-43.0,-1182.0,-189.0,,1248.0,243.0,-456.0,,
,907.0,-3565.0,-249.0,,1270.0,253.0,-633.0,,
,323.0,-809.0,-69.0,,1312.0,267.0,-439.0,,
,192.0,-3546.0,-117.0,,1328.0,236.0,-556.0,,
,458.0,-1202.0,65.0,,1270.0,203.0,-400.0,,
,-117.0,-2412.0,514.0,,1211.0,216.0,-611.0,,
,-229.0,-2669.0,455.0,,1335.0,249.0,-543.0,,
,-364.0,-550.0,196.0,,1361.0,259.0,-380.0,,
,-260.0,-3396.0,315.0,,1254.0,269.0,-543.0,,
,-309.0,-500.0,298.0,,1195.0,230.0,-376.0,,
,-422.0,-3367.0,287.0,,1210.0,211.0,-532.0,,
,-368.0,-1431.0,350.0,,1233.0,263.0,-312.0,,
,246.0,-2042.0,14.0,,1246.0,288.0,-389.0,,
,82.0,-2701.0,190.0,,1242.0,311.0,-545.0,,
,-322.0,-1338.0,311.0,,1228.0,300.0,-382.0,,
,162.0,-2907.0,27.0,,1218.0,272.0,-509.0,,
,-13.0,-1071.0,17.0,,1167.0,289.0,-347.0,,
,85.0,-3043.0,-8.0,,1179.0,320.0,-583.0,,
,2.0,-1083.0,-28.0,,1154.0,352.0,-546.0,,
,-76.0,-2188.0,-230.0,,1080.0,370.0,-448.0,,
,625.0,-2444.0,-358.0,,1089.0,381.0,-598.0,,
,530.0,-1832.0,107.0,,1066.0,359.0,-513.0,,
,156.0,-2406.0,325.0,,1045.0,333.0,-707.0,,
,128.0,-1570.0,340.0,,1019.0,324.0,-443.0,,
,113.0,-3517.0,701.0,,953.0,319.0,-437.0,,
,-111.0,-735.0,228.0,,976.0,333.0,-493.0,,
,-350.0,-2833.0,-183.0,,972.0,327.0,-393.0,,
,560.0,-2283.0,-187.0,,913.0,360.0,-522.0,,
,475.0,-1616.0,-567.0,,857.0,407.0,-325.0,,
,284.0,-2693.0,-865.0,,819.0,381.0,-554.0,,
,1344.0,-1171.0,-1017.0,,898.0,361.0,-504.0,,
,455.0,-3397.0,-544.0,,886.0,382.0,-354.0,,
,-103.0,-1084.0,-266.0,,765.0,370.0,-365.0,,
,565.0,-2684.0,-536.0,,769.0,338.0,-297.0,,
,-517.0,-1363.0,-612.0,,839.0,349.0,-535.0,,
,-955.0,-1854.0,-250.0,,849.0,386.0,-339.0,,
,740.0,-2690.0,359.0,,787.0,425.0,-384.0,,
,506.0,14.0,681.0,,798.0,406.0,-404.0,,
,-98.0,-3318.0,304.0,,832.0,362.0,-399.0,,
,321.0,-491.0,-25.0,,815.0,337.0,-456.0,,
,-283.0,-2475.0,208.0,,734.0,312.0,-216.0,,
,-344.0,-1908.0,-93.0,,682.0,331.0,-430.0,,
,-188.0,-1610.0,-153.0,,744.0,344.0,-358.0,,
,-496.0,-3167.0,60.0,,726.0,341.0,-415.0,,
,-114.0,-558.0,-301.0,,729.0,347.0,-380.0,,
,485.0,-3338.0,-172.0,,724.0,332.0,-312.0,,
,-471.0,-654.0,-159.0,,709.0,304.0,-567.0,,
,-664.0,-2701.0,-355.0,,730.0,266.0,-323.0,,
,-143.0,-2399.0,-158.0,,662.0,267.0,-369.0,,
