sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
,470.0,-16.0,311.0,,-358.0,-239.0,2361.0,,
,493.0,25.0,309.0,,-592.0,-68.0,2869.0,,
,109.0,12.0,173.0,,-870.0,21.0,3848.0,,
,-590.0,13.0,78.0,,-1016.0,-145.0,5167.0,,
,-535.0,70.0,254.0,,-878.0,-158.0,4475.0,,
,-60.0,48.0,194.0,,-547.0,0.0,1834.0,,
,-142.0,139.0,110.0,,-436.0,10.0,-1232.0,,
,-385.0,132.0,22.0,,-486.0,-106.0,-3909.0,,
,-219.0,174.0,-103.0,,-406.0,-191.0,-4759.0,,
,238.0,187.0,-411.0,,-294.0,-213.0,-4641.0,,
,403.0,169.0,-534.0,,-395.0,-232.0,-3484.0,,
,108.0,214.0,-387.0,,-473.0,-253.0,-1997.0,,
,-3.0,158.0,-270.0,,-419.0,-238.0,-731.0,,
,291.0,222.0,-307.0,,-304.0,-126.0,389.0,,
,439.0,217.0,-463.0,,-216.0,-54.0,783.0,,
,130.0,212.0,-291.0,,-333.0,-180.0,1481.0,,
,-64.0,207.0,-136.0,,-287.0,-327.0,2226.0,,
,233.0,170.0,35.0,,-83.0,-347.0,2943.0,,
,461.0,158.0,354.0,,-150.0,-297.0,2522.0,,
,140.0,115.0,525.0,,-326.0,-264.0,1080.0,,
,-273.0,110.0,587.0,,-333.0,-265.0,-48.0,,
,-142.0,53.0,447.0,,-385.0,-183.0,-1348.0,,
,108.0,99.0,387.0,,-531.0,-136.0,-1631.0,,
,152.0,108.0,390.0,,-536.0,-185.0,-1042.0,,
,-97.0,122.0,242.0,,-285.0,-171.0,114.0,,
,-198.0,147.0,-65.0,,14.0,-129.0,763.0,,
,170.0,100.0,-578.0,,20.0,-21.0,175.0,,
,111.0,128.0,-807.0,,-281.0,45.0,-55.0,,
,-280.0,107.0,-750.0,,-443.0,-159.0,-362.0,,
,-343.0,140.0,-856.0,,-151.0,-389.0,-921.0,,
,48.0,144.0,-457.0,,92.0,-334.0,-2254.0,,
,79.0,144.0,26.0,,145.0,-191.0,-2893.0,,
,-276.0,182.0,-167.0,,-114.0,-206.0,-1690.0,,
,-57.0,147.0,-261.0,,-453.0,-238.0,-694.0,,
,253.0,165.0,-214.0,,-371.0,-115.0,171.0,,
,181.0,141.0,-204.0,,-100.0,-77.0,474.0,,
,-100.0,131.0,56.0,,170.0,-268.0,916.0,,
,-168.0,150.0,280.0,,149.0,-345.0,2034.0,,
,220.0,148.0,110.0,,43.0,-204.0,2845.0,,
,580.0,205.0,0.0,,-34.0,-114.0,2808.0,,
,362.0,227.0,38.0,,-92.0,-241.0,1053.0,,
,81.0,258.0,-80.0,,-132.0,-291.0,-639.0,,
,188.0,296.0,138.0,,-169.0,-187.0,-1729.0,,
,36.0,308.0,534.0,,31.0,-299.0,-1722.0,,
,-192.0,336.0,716.0,,-42.0,-507.0,-665.0,,
,-281.0,336.0,817.0,,-104.0,-399.0,-212.0,,
,-320.0,337.0,660.0,,22.0,-170.0,25.0,,
,-242.0,337.0,570.0,,-56.0,-262.0,-508.0,,
,-287.0,330.0,438.0,,-160.0,-379.0,-463.0,,
,-247.0,345.0,69.0,,-291.0,-276.0,609.0,,
,-44.0,321.0,-265.0,,-173.0,-195.0,1770.0,,
,159.0,278.0,-389.0,,-5.0,-260.0,2551.0,,
,68.0,240.0,-329.0,,-17.0,-377.0,1742.0,,
,-239.0,190.0,-355.0,,-135.0,-335.0,225.0,,
,-132.0,133.0,-205.0,,-51.0,-215.0,-2038.0,,
,200.0,106.0,-230.0,,371.0,-215.0,-3505.0,,
,327.0,71.0,-314.0,,559.0,-322.0,-3203.0,,
,275.0,14.0,-79.0,,555.0,-373.0,-2357.0,,
,325.0,32.0,-65.0,,157.0,-353.0,-997.0,,
,473.0,-8.0,-93.0,,-243.0,-325.0,-273.0,,
,243.0,1.0,26.0,,-65.0,-329.0,223.0,,
,-241.0,18.0,103.0,,91.0,-451.0,602.0,,
,-329.0,2.0,85.0,,81.0,-548.0,642.0,,
,-137.0,55.0,-100.0,,48.0,-507.0,303.0,,
,-179.0,36.0,-234.0,,146.0,-479.0,-631.0,,
,-209.0,94.0,-177.0,,385.0,-497.0,-192.0,,
,50.0,88.0,-120.0,,499.0,-397.0,1533.0,,
,339.0,151.0,-154.0,,288.0,-277.0,3442.0,,
,409.0,180.0,-42.0,,-33.0,-266.0,3798.0,,
,267.0,204.0,276.0,,-60.0,-280.0,1635.0,,
,60.0,283.0,501.0,,160.0,-361.0,-1611.0,,
,45.0,229.0,522.0,,489.0,-365.0,-4561.0,,
,35.0,327.0,401.0,,469.0,-252.0,-4663.0,,
,-189.0,296.0,370.0,,271.0,-238.0,-2174.0,,
,-191.0,345.0,300.0,,170.0,-291.0,1121.0,,
,-64.0,358.0,162.0,,10.0,-364.0,3264.0,,
,-182.0,325.0,150.0,,343.0,-416.0,2732.0,,
,-484.0,367.0,89.0,,661.0,-408.0,1162.0,,
,-579.0,303.0,-204.0,,668.0,-370.0,-739.0,,
,-547.0,374.0,-319.0,,522.0,-349.0,-1282.0,,
,-544.0,280.0,-198.0,,104.0,-411.0,-463.0,,
,-491.0,294.0,-262.0,,91.0,-524.0,73.0,,
,-423.0,271.0,-159.0,,512.0,-582.0,365.0,,
,65.0,238.0,-265.0,,788.0,-436.0,-125.0,,
,293.0,300.0,-473.0,,689.0,-239.0,173.0,,
,181.0,196.0,-292.0,,332.0,-278.0,1415.0,,
,268.0,255.0,-293.0,,15.0,-367.0,2457.0,,
,297.0,163.0,-276.0,,279.0,-273.0,2551.0,,
,450.0,148.0,-187.0,,396.0,-246.0,1208.0,,
,480.0,125.0,-223.0,,-187.0,-385.0,-145.0,,
,406.0,76.0,-248.0,,-319.0,-379.0,-1404.0,,
,436.0,109.0,-176.0,,304.0,-212.0,-1895.0,,
,456.0,9.0,-297.0,,951.0,-161.0,-2076.0,,
,207.0,56.0,-653.0,,1085.0,-276.0,-2462.0,,
,-175.0,-19.0,-558.0,,696.0,-282.0,-1977.0,,
,-257.0,13.0,-207.0,,216.0,-207.0,-1383.0,,
,-203.0,22.0,0.0,,335.0,-243.0,-448.0,,
,-193.0,28.0,134.0,,479.0,-203.0,489.0,,
,-328.0,98.0,435.0,,139.0,-48.0,1056.0,,
,-286.0,53.0,594.0,,74.0,-33.0,729.0,,
,-120.0,111.0,454.0,,229.0,-181.0,-611.0,,
,-84.0,79.0,263.0,,260.0,-232.0,-1045.0,,
,-104.0,123.0,167.0,,165.0,-170.0,-927.0,,
,-96.0,97.0,292.0,,77.0,-76.0,-375.0,,
,162.0,120.0,-107.0,,204.0,48.0,158.0,,
,206.0,125.0,-485.0,,526.0,89.0,293.0,,
,-21.0,102.0,-674.0,,413.0,49.0,384.0,,
,-42.0,129.0,-632.0,,-120.0,-29.0,314.0,,
,113.0,63.0,-356.0,,-120.0,-112.0,1648.0,,
,223.0,97.0,-566.0,,201.0,-168.0,3560.0,,
,-35.0,6.0,-536.0,,271.0,-162.0,4852.0,,
,-286.0,36.0,-434.0,,241.0,81.0,4475.0,,
,-171.0,-25.0,-179.0,,295.0,344.0,1871.0,,
,-191.0,-43.0,58.0,,448.0,225.0,-733.0,,
,-458.0,-3.0,192.0,,365.0,-94.0,-2459.0,,
,-573.0,-88.0,332.0,,-129.0,-209.0,-2353.0,,
,-337.0,-13.0,189.0,,-461.0,-84.0,-962.0,,
,-133.0,-69.0,-34.0,,-252.0,73.0,463.0,,
,-166.0,-1.0,-183.0,,53.0,96.0,1086.0,,
,-46.0,0.0,-290.0,,68.0,48.0,-279.0,,
,245.0,14.0,-586.0,,6.0,61.0,-2344.0,,
,376.0,36.0,-459.0,,227.0,-8.0,-4018.0,,
,277.0,-25.0,-411.0,,547.0,-115.0,-3870.0,,
,206.0,45.0,-209.0,,583.0,-85.0,-2110.0,,
,353.0,-45.0,-80.0,,239.0,51.0,-192.0,,
,472.0,-12.0,-251.0,,-51.0,165.0,1241.0,,
,342.0,-48.0,-252.0,,96.0,84.0,1127.0,,
,148.0,-62.0,-405.0,,260.0,-73.0,1003.0,,
,104.0,-48.0,-432.0,,298.0,-152.0,1134.0,,
,168.0,-97.0,-600.0,,166.0,-31.0,1285.0,,
,4.0,-30.0,-237.0,,101.0,134.0,1779.0,,
,-259.0,-82.0,-21.0,,279.0,59.0,1775.0,,
,-267.0,-23.0,-145.0,,75.0,-59.0,1709.0,,
,-168.0,-38.0,-235.0,,-186.0,-65.0,1019.0,,
,-224.0,-22.0,-338.0,,-329.0,-18.0,-155.0,,
,-332.0,9.0,-182.0,,-472.0,-32.0,-2147.0,,
,-279.0,-9.0,-191.0,,-239.0,-30.0,-4332.0,,
,-110.0,52.0,134.0,,83.0,75.0,-4443.0,,
,116.0,1.0,460.0,,406.0,154.0,-3074.0,,
,27.0,67.0,584.0,,653.0,195.0,-630.0,,
,101.0,44.0,176.0,,308.0,115.0,1489.0,,
,548.0,38.0,-83.0,,-414.0,-6.0,2538.0,,
,596.0,50.0,235.0,,-715.0,17.0,2679.0,,
,428.0,2.0,170.0,,-331.0,165.0,1836.0,,
,325.0,23.0,169.0,,97.0,316.0,729.0,,
,217.0,-35.0,214.0,,149.0,334.0,-923.0,,
,-33.0,-17.0,3.0,,196.0,253.0,-1419.0,,
,-191.0,-70.0,-127.0,,279.0,143.0,-511.0,,
,-317.0,-54.0,-184.0,,315.0,107.0,951.0,,
,-248.0,-59.0,-479.0,,177.0,123.0,1986.0,,
,-36.0,-109.0,-503.0,,-308.0,121.0,1154.0,,
,-286.0,-96.0,-433.0,,-638.0,188.0,133.0,,
,-276.0,-184.0,-640.0,,-560.0,257.0,-380.0,,
,-99.0,-142.0,-678.0,,-370.0,247.0,347.0,,
,-116.0,-205.0,-391.0,,-120.0,283.0,1424.0,,
,-152.0,-215.0,-186.0,,112.0,323.0,1480.0,,
,-285.0,-186.0,-312.0,,55.0,240.0,1197.0,,
,-211.0,-250.0,-146.0,,71.0,183.0,-269.0,,
,34.0,-213.0,-131.0,,43.0,223.0,-1978.0,,
,282.0,-245.0,-219.0,,-354.0,230.0,-3340.0,,
,374.0,-196.0,-111.0,,-626.0,153.0,-3815.0,,
,448.0,-206.0,-83.0,,-525.0,53.0,-2945.0,,
,335.0,-191.0,224.0,,-82.0,7.0,-1627.0,,
,71.0,-169.0,390.0,,164.0,62.0,145.0,,
,20.0,-167.0,411.0,,-45.0,174.0,1337.0,,
,-108.0,-93.0,291.0,,-319.0,224.0,2263.0,,
,-163.0,-116.0,37.0,,-389.0,183.0,2182.0,,
,-176.0,-44.0,68.0,,-379.0,69.0,498.0,,
,-203.0,-56.0,46.0,,-372.0,-38.0,-999.0,,
,-111.0,-55.0,123.0,,-86.0,-21.0,-1733.0,,
,-15.0,-39.0,214.0,,282.0,110.0,-1193.0,,
,45.0,-68.0,39.0,,235.0,264.0,-247.0,,
,83.0,-50.0,72.0,,-256.0,356.0,515.0,,
,193.0,-121.0,-33.0,,-436.0,278.0,236.0,,
,284.0,-101.0,-20.0,,-260.0,70.0,-700.0,,
,335.0,-166.0,24.0,,-83.0,-35.0,-406.0,,
,302.0,-201.0,-5.0,,128.0,-52.0,168.0,,
,318.0,-175.0,55.0,,61.0,-111.0,737.0,,
,198.0,-230.0,-417.0,,29.0,-93.0,458.0,,
,-154.0,-190.0,-421.0,,110.0,42.0,-260.0,,
,-404.0,-217.0,-521.0,,87.0,76.0,-7.0,,
,-536.0,-232.0,-474.0,,14.0,-45.0,491.0,,
,-535.0,-207.0,-142.0,,-106.0,-34.0,1232.0,,
,-626.0,-203.0,-160.0,,-288.0,222.0,984.0,,
,-542.0,-190.0,-19.0,,-594.0,358.0,-164.0,,
,-327.0,-198.0,-327.0,,-534.0,176.0,-1502.0,,
,-281.0,-173.0,-290.0,,-149.0,-44.0,-2387.0,,
,-218.0,-185.0,-311.0,,123.0,-81.0,-1736.0,,
,-189.0,-180.0,-390.0,,206.0,50.0,-1191.0,,
,-54.0,-175.0,-190.0,,-30.0,195.0,-888.0,,
,121.0,-225.0,-135.0,,-200.0,194.0,-875.0,,
,152.0,-216.0,-19.0,,27.0,98.0,-838.0,,
,220.0,-216.0,-18.0,,43.0,26.0,-36.0,,
,615.0,-226.0,-241.0,,-232.0,8.0,498.0,,
,777.0,-226.0,-327.0,,-377.0,9.0,709.0,,
,527.0,-247.0,-163.0,,-350.0,-49.0,356.0,,
,370.0,-251.0,-214.0,,116.0,-79.0,622.0,,
,121.0,-294.0,-59.0,,361.0,1.0,1489.0,,
,-183.0,-310.0,-75.0,,-77.0,122.0,2119.0,,
,-324.0,-312.0,47.0,,-384.0,219.0,2185.0,,
,-245.0,-343.0,223.0,,-391.0,210.0,369.0,,
,-175.0,-322.0,86.0,,-49.0,82.0,-1781.0,,
,-149.0,-314.0,110.0,,182.0,-86.0,-3536.0,,
,-4.0,-316.0,-13.0,,-266.0,-138.0,-4146.0,,
,86.0,-292.0,-131.0,,-459.0,-97.0,-3033.0,,
,36.0,-266.0,65.0,,-63.0,-116.0,-1014.0,,
,-27.0,-277.0,198.0,,334.0,-194.0,1420.0,,
,-48.0,-241.0,-163.0,,485.0,-185.0,1928.0,,
,-149.0,-217.0,-91.0,,194.0,-98.0,1047.0,,
,-156.0,-227.0,-55.0,,-258.0,-109.0,-550.0,,
,-12.0,-191.0,-148.0,,-322.0,-150.0,-2280.0,,
,76.0,-202.0,41.0,,80.0,-152.0,-2017.0,,
,110.0,-180.0,53.0,,333.0,-82.0,-502.0,,
,41.0,-193.0,157.0,,61.0,9.0,994.0,,
,-35.0,-191.0,55.0,,-332.0,-25.0,1208.0,,
,16.0,-200.0,-58.0,,-429.0,-151.0,1071.0,,
,-17.0,-242.0,23.0,,-266.0,-99.0,988.0,,
,-138.0,-230.0,198.0,,-75.0,160.0,713.0,,
,-200.0,-284.0,24.0,,158.0,266.0,1197.0,,
,-215.0,-269.0,-107.0,,290.0,196.0,851.0,,
,-229.0,-297.0,-32.0,,68.0,42.0,-432.0,,
,-243.0,-327.0,-159.0,,-148.0,-242.0,-1705.0,,
,-203.0,-327.0,-55.0,,-66.0,-413.0,-1696.0,,
,-255.0,-387.0,145.0,,-89.0,-262.0,-809.0,,
,-175.0,-378.0,147.0,,-225.0,-38.0,-824.0,,
,-19.0,-411.0,-27.0,,-321.0,-43.0,-970.0,,
,49.0,-379.0,113.0,,-202.0,-235.0,-1119.0,,
,236.0,-369.0,72.0,,149.0,-398.0,-107.0,,
,328.0,-337.0,-188.0,,153.0,-386.0,1866.0,,
,603.0,-267.0,-335.0,,-83.0,-203.0,3645.0,,
,558.0,-291.0,-366.0,,-151.0,-57.0,4515.0,,
,373.0,-232.0,-435.0,,-82.0,-159.0,2677.0,,
,715.0,-233.0,-469.0,,46.0,-370.0,-498.0,,
,671.0,-207.0,-359.0,,-11.0,-472.0,-3924.0,,
,614.0,-221.0,-426.0,,-247.0,-384.0,-6210.0,,
,598.0,-219.0,-34.0,,-176.0,-238.0,-6239.0,,
,305.0,-178.0,-68.0,,-91.0,-150.0,-4744.0,,
,-31.0,-223.0,89.0,,-75.0,-112.0,-1984.0,,
,-339.0,-168.0,523.0,,108.0,-127.0,12.0,,
,-539.0,-216.0,249.0,,148.0,-230.0,1376.0,,
,-759.0,-178.0,341.0,,76.0,-456.0,2656.0,,
,-630.0,-191.0,358.0,,-91.0,-590.0,3663.0,,
,-598.0,-199.0,312.0,,-139.0,-512.0,4541.0,,
,-655.0,-176.0,31.0,,-100.0,-296.0,4161.0,,
,-449.0,-233.0,-278.0,,186.0,-152.0,3015.0,,
,-215.0,-163.0,-365.0,,527.0,-303.0,1112.0,,
,25.0,-245.0,-749.0,,248.0,-504.0,-668.0,,
,16.0,-189.0,-899.0,,33.0,-385.0,-1803.0,,
,-1.0,-235.0,-953.0,,59.0,-73.0,-2409.0,,
,231.0,-253.0,-663.0,,127.0,0.0,-2403.0,,
,377.0,-215.0,-254.0,,107.0,-261.0,-3301.0,,
,163.0,-273.0,21.0,,-214.0,-583.0,-3213.0,,
,58.0,-202.0,203.0,,-162.0,-607.0,-1941.0,,
,56.0,-304.0,74.0,,271.0,-367.0,-676.0,,
,-123.0,-229.0,17.0,,558.0,-172.0,521.0,,
,-203.0,-291.0,-32.0,,459.0,-199.0,861.0,,
,-328.0,-285.0,14.0,,-47.0,-334.0,1114.0,,
,-254.0,-251.0,-150.0,,-293.0,-292.0,733.0,,
,-82.0,-332.0,-171.0,,-19.0,-258.0,718.0,,
,-307.0,-253.0,-209.0,,169.0,-400.0,1391.0,,
,-345.0,-348.0,-287.0,,333.0,-406.0,1760.0,,
,-60.0,-283.0,9.0,,379.0,-157.0,2002.0,,
,53.0,-315.0,-184.0,,91.0,-38.0,1491.0,,
,15.0,-302.0,-155.0,,173.0,-245.0,933.0,,
,-103.0,-291.0,-105.0,,319.0,-328.0,291.0,,
,-163.0,-310.0,-101.0,,357.0,-218.0,133.0,,
,-47.0,-237.0,-58.0,,304.0,-271.0,450.0,,
,-33.0,-277.0,-245.0,,37.0,-416.0,386.0,,
,-59.0,-191.0,-99.0,,118.0,-458.0,245.0,,
,155.0,-237.0,-69.0,,233.0,-448.0,-495.0,,
,421.0,-189.0,81.0,,358.0,-503.0,-1138.0,,
,441.0,-174.0,277.0,,415.0,-581.0,-1991.0,,
,321.0,-173.0,560.0,,158.0,-426.0,-2566.0,,
,433.0,-131.0,624.0,,106.0,-68.0,-2145.0,,
,542.0,-182.0,470.0,,296.0,110.0,-1843.0,,
,424.0,-116.0,444.0,,348.0,-76.0,-879.0,,
,165.0,-190.0,46.0,,129.0,-505.0,266.0,,
,-251.0,-163.0,0.0,,-141.0,-811.0,1601.0,,
,-490.0,-189.0,-195.0,,-154.0,-729.0,2607.0,,
,-614.0,-237.0,-601.0,,-3.0,-462.0,2039.0,,
,-765.0,-230.0,-365.0,,38.0,-333.0,921.0,,
,-745.0,-288.0,-16.0,,-107.0,-304.0,-825.0,,
,-590.0,-274.0,0.0,,-209.0,-313.0,-1494.0,,
,-298.0,-324.0,-191.0,,131.0,-440.0,-953.0,,
,-65.0,-286.0,-120.0,,369.0,-444.0,-291.0,,
,96.0,-304.0,-256.0,,269.0,-284.0,1557.0,,
,432.0,-260.0,-507.0,,-68.0,-353.0,3876.0,,
,523.0,-231.0,-573.0,,-375.0,-684.0,5443.0,,
,333.0,-225.0,-686.0,,-37.0,-880.0,4199.0,,
,191.0,-146.0,-419.0,,269.0,-729.0,583.0,,
,154.0,-184.0,-53.0,,266.0,-498.0,-3604.0,,
,186.0,-110.0,224.0,,65.0,-386.0,-6657.0,,
,-96.0,-117.0,352.0,,-198.0,-266.0,-6284.0,,
,-429.0,-70.0,274.0,,-127.0,-201.0,-4212.0,,
,-455.0,-31.0,-53.0,,46.0,-316.0,-1759.0,,
,-270.0,-59.0,-586.0,,150.0,-422.0,242.0,,
,-209.0,-2.0,-509.0,,167.0,-457.0,1526.0,,
,-406.0,-40.0,-58.0,,174.0,-448.0,2616.0,,
,-381.0,13.0,36.0,,182.0,-347.0,3519.0,,
,-139.0,-9.0,-65.0,,143.0,-260.0,5158.0,,
,11.0,-16.0,-150.0,,81.0,-334.0,5548.0,,
,-5.0,14.0,-245.0,,13.0,-599.0,4118.0,,
,47.0,-37.0,-124.0,,51.0,-701.0,1542.0,,
,101.0,-14.0,86.0,,246.0,-542.0,-1476.0,,
,-55.0,-61.0,13.0,,389.0,-461.0,-3455.0,,
,-253.0,-70.0,-141.0,,283.0,-537.0,-4530.0,,
,-208.0,-89.0,-130.0,,85.0,-612.0,-4144.0,,
,92.0,-131.0,48.0,,47.0,-541.0,-3516.0,,
,175.0,-120.0,-69.0,,125.0,-421.0,-2566.0,,
,25.0,-145.0,-314.0,,52.0,-326.0,-506.0,,
,26.0,-144.0,-344.0,,-120.0,-164.0,1775.0,,
,211.0,-130.0,-394.0,,-52.0,42.0,3857.0,,
,424.0,-128.0,-370.0,,123.0,107.0,4103.0,,
,404.0,-130.0,-508.0,,198.0,3.0,2512.0,,
,222.0,-85.0,-631.0,,257.0,-79.0,-328.0,,
,367.0,-85.0,-612.0,,140.0,-120.0,-2058.0,,
,444.0,-67.0,-570.0,,-115.0,-224.0,-1236.0,,
,212.0,-23.0,-399.0,,-279.0,-280.0,-460.0,,
,81.0,-28.0,-204.0,,-139.0,-151.0,-570.0,,
,18.0,16.0,76.0,,79.0,-13.0,-1629.0,,
,-43.0,21.0,124.0,,166.0,-34.0,-2440.0,,
,-236.0,42.0,122.0,,110.0,-254.0,-2359.0,,
,-452.0,47.0,255.0,,-159.0,-494.0,-1570.0,,
,-495.0,45.0,333.0,,-102.0,-409.0,352.0,,
,-374.0,36.0,515.0,,-39.0,-106.0,2326.0,,
,-329.0,31.0,335.0,,-315.0,24.0,4268.0,,
,-423.0,46.0,-124.0,,-451.0,-73.0,5397.0,,
,-341.0,20.0,-323.0,,-395.0,-101.0,5301.0,,
,-165.0,45.0,-458.0,,-96.0,3.0,3983.0,,
,-96.0,-10.0,-663.0,,233.0,-12.0,1285.0,,
,-131.0,-14.0,-674.0,,173.0,23.0,-1426.0,,
,-64.0,-31.0,-391.0,,-273.0,283.0,-3917.0,,
,197.0,-55.0,-375.0,,-407.0,429.0,-4587.0,,
,282.0,-9.0,-503.0,,-127.0,302.0,-3529.0,,
,260.0,-32.0,-261.0,,-14.0,95.0,-2381.0,,
,442.0,-9.0,-11.0,,24.0,-12.0,-748.0,,
,567.0,-30.0,202.0,,-70.0,-22.0,781.0,,
,408.0,-18.0,386.0,,-307.0,95.0,1967.0,,
,107.0,-45.0,298.0,,-294.0,286.0,2047.0,,
,-30.0,-48.0,166.0,,-120.0,330.0,1287.0,,
,4.0,-28.0,180.0,,-115.0,234.0,430.0,,
,145.0,-77.0,-73.0,,-200.0,121.0,-245.0,,
,85.0,-28.0,-525.0,,-294.0,151.0,186.0,,
,-131.0,-48.0,-490.0,,-294.0,276.0,450.0,,
,-171.0,-43.0,-252.0,,-37.0,257.0,412.0,,
,-207.0,-18.0,-266.0,,188.0,107.0,-84.0,,
,-123.0,-11.0,-318.0,,151.0,-12.0,-783.0,,
,-100.0,1.0,-220.0,,-174.0,62.0,-1055.0,,
,126.0,28.0,-97.0,,-374.0,245.0,-1677.0,,
,399.0,57.0,38.0,,-340.0,318.0,-1036.0,,
,128.0,28.0,20.0,,-208.0,227.0,86.0,,
,-66.0,68.0,269.0,,78.0,172.0,1104.0,,
,72.0,33.0,550.0,,64.0,334.0,2747.0,,
,148.0,37.0,287.0,,-108.0,449.0,3686.0,,
,-14.0,37.0,295.0,,-166.0,459.0,3403.0,,
,-137.0,1.0,284.0,,-198.0,512.0,1470.0,,
,-293.0,22.0,280.0,,-170.0,461.0,-404.0,,
,-265.0,-30.0,176.0,,-172.0,308.0,-984.0,,
,-69.0,0.0,92.0,,-266.0,303.0,-840.0,,
,33.0,-16.0,149.0,,-315.0,501.0,-883.0,,
,264.0,-4.0,-82.0,,-217.0,686.0,-2089.0,,
,273.0,14.0,-89.0,,-43.0,672.0,-3654.0,,
,250.0,14.0,-183.0,,175.0,455.0,-4972.0,,
,193.0,90.0,-168.0,,176.0,300.0,-4951.0,,
,61.0,60.0,-297.0,,-6.0,325.0,-3730.0,,
,98.0,137.0,-235.0,,-133.0,276.0,-2239.0,,
,60.0,152.0,119.0,,-173.0,130.0,260.0,,
,52.0,164.0,25.0,,-164.0,134.0,3429.0,,
,48.0,232.0,15.0,,-311.0,364.0,5859.0,,
,17.0,195.0,-135.0,,-628.0,561.0,5881.0,,
,37.0,252.0,-328.0,,-769.0,508.0,3963.0,,
,38.0,200.0,-250.0,,-396.0,383.0,1766.0,,
,-99.0,182.0,84.0,,-18.0,324.0,153.0,,
,-364.0,172.0,282.0,,5.0,285.0,-145.0,,
,-466.0,111.0,377.0,,-99.0,367.0,-517.0,,
,-380.0,127.0,477.0,,-343.0,451.0,-1293.0,,
,-323.0,70.0,242.0,,-331.0,321.0,-1552.0,,
,-372.0,66.0,526.0,,-87.0,226.0,-1086.0,,
,-387.0,36.0,762.0,,-4.0,317.0,-134.0,,
,-355.0,62.0,463.0,,-145.0,356.0,594.0,,
,-210.0,64.0,230.0,,-269.0,310.0,1744.0,,
,-95.0,53.0,-12.0,,10.0,404.0,2078.0,,
,41.0,96.0,-44.0,,247.0,517.0,1326.0,,
,356.0,48.0,-393.0,,203.0,502.0,657.0,,
,315.0,116.0,-553.0,,132.0,496.0,-282.0,,
,235.0,115.0,-274.0,,-59.0,532.0,-1125.0,,
,350.0,116.0,-385.0,,-310.0,567.0,-2459.0,,
,472.0,118.0,-287.0,,-266.0,472.0,-3083.0,,
,490.0,99.0,-217.0,,-147.0,366.0,-1494.0,,
,156.0,101.0,-348.0,,-257.0,409.0,1480.0,,
,-36.0,41.0,-213.0,,-447.0,409.0,3595.0,,
,12.0,71.0,-213.0,,-471.0,321.0,2557.0,,
,85.0,6.0,-59.0,,-157.0,260.0,-219.0,,
,133.0,50.0,407.0,,166.0,241.0,-3543.0,,
,157.0,46.0,685.0,,294.0,314.0,-6165.0,,
,233.0,34.0,788.0,,157.0,523.0,-6167.0,,
,225.0,109.0,889.0,,101.0,623.0,-2980.0,,
,81.0,78.0,982.0,,148.0,502.0,2398.0,,
,24.0,146.0,743.0,,27.0,463.0,6781.0,,
,53.0,128.0,401.0,,16.0,469.0,8970.0,,
,-75.0,186.0,329.0,,73.0,308.0,7967.0,,
,-404.0,176.0,93.0,,235.0,192.0,3181.0,,
,-487.0,158.0,-56.0,,227.0,262.0,-3227.0,,
,-41.0,185.0,-66.0,,232.0,461.0,-8146.0,,
,178.0,124.0,-166.0,,322.0,663.0,-9415.0,,
,204.0,151.0,-200.0,,70.0,690.0,-7706.0,,
,246.0,101.0,-314.0,,-90.0,494.0,-3213.0,,
,176.0,113.0,-282.0,,-270.0,250.0,2490.0,,
,350.0,79.0,-349.0,,-146.0,113.0,7008.0,,
,455.0,61.0,-394.0,,393.0,146.0,9256.0,,
,513.0,40.0,-278.0,,388.0,255.0,8384.0,,
,563.0,35.0,-190.0,,277.0,214.0,5417.0,,
,461.0,52.0,-160.0,,383.0,210.0,724.0,,
,283.0,-11.0,-166.0,,249.0,389.0,-3525.0,,
,-57.0,22.0,98.0,,58.0,625.0,-5485.0,,
,-208.0,-31.0,56.0,,-225.0,755.0,-5903.0,,
,-151.0,12.0,-179.0,,-450.0,629.0,-4506.0,,
,-238.0,-1.0,-171.0,,-162.0,382.0,-2143.0,,
,-420.0,0.0,122.0,,191.0,281.0,936.0,,
,-457.0,58.0,484.0,,228.0,395.0,3433.0,,
,-376.0,36.0,423.0,,150.0,403.0,3957.0,,
,-438.0,97.0,383.0,,-31.0,294.0,3115.0,,
,-509.0,69.0,685.0,,-273.0,288.0,820.0,,
,-393.0,108.0,581.0,,-356.0,403.0,-1064.0,,
,-172.0,92.0,-22.0,,-122.0,629.0,-1437.0,,
,64.0,116.0,-291.0,,48.0,684.0,-465.0,,
,256.0,99.0,-272.0,,34.0,434.0,1212.0,,
,413.0,83.0,-346.0,,300.0,107.0,2339.0,,
,707.0,153.0,-373.0,,181.0,-3.0,2771.0,,
,731.0,79.0,-261.0,,-446.0,107.0,1868.0,,
,419.0,153.0,-210.0,,-734.0,157.0,500.0,,
,369.0,135.0,-129.0,,-665.0,159.0,-670.0,,
,125.0,165.0,58.0,,-171.0,244.0,-1201.0,,
,-234.0,178.0,205.0,,557.0,330.0,-1422.0,,
,-344.0,168.0,221.0,,498.0,335.0,-2738.0,,
,-486.0,237.0,193.0,,-76.0,321.0,-3972.0,,
,-502.0,169.0,413.0,,-86.0,329.0,-4491.0,,
,-493.0,251.0,321.0,,77.0,207.0,-3179.0,,
